"product_id","product_name","price","category_id","category_name","class","resistant","is_alergant","vitality_days","modify_date"
78,Wine - Magnotta - Belpaese,30.4202,4,Dairy,Medium,Weak,Unknown,0,2017-09-18 14:49:41.440
79,"Pasta - Penne, Rigate, Dry",9.5045,11,Produce,High,Weak,False,104,2017-07-09 10:36:02.050
80,Wasabi Powder,93.9752,2,Shell fish,High,Weak,True,0,2018-02-04 18:02:43.490
81,Cookies - Assorted,86.6483,2,Shell fish,Medium,Unknown,Unknown,0,2017-02-08 16:40:40.180
82,Jolt Cola - Electric Blue,56.8099,5,Beverages,Low,Unknown,Unknown,63,2018-04-12 13:56:24.050
83,Lamb - Ground,50.8837,1,Confections,High,Durable,Unknown,116,2017-10-22 16:02:06.370
84,Peas - Frozen,90.3019,1,Confections,Medium,Durable,False,0,2017-08-25 17:19:07.790
85,Cheese - Parmesan Cubes,86.8857,7,Meat,High,Durable,Unknown,0,2017-11-06 00:50:41.510
86,Longos - Grilled Chicken With,18.3791,2,Shell fish,Low,Weak,False,0,2018-02-28 16:54:02.310
87,Wine - Pinot Noir Latour,3.7847,7,Meat,Low,Unknown,False,0,2017-04-02 02:46:20.850
88,Remy Red,91.9960,2,Shell fish,Low,Durable,Unknown,0,2017-12-19 11:49:18.370
89,"Beef - Ground, Extra Lean, Fresh",36.7281,3,Cereals,Medium,Weak,True,0,2017-11-26 07:44:38.770
90,Flavouring - Orange,69.3200,9,Poultry,High,Unknown,True,37,2018-04-30 21:22:41.530
91,General Purpose Trigger,57.0429,6,Seafood,High,Durable,True,97,2017-05-02 14:04:16.410
92,"Wine - Red, Colio Cabernet",60.2161,1,Confections,Low,Weak,Unknown,0,2017-09-13 09:25:50.000
93,Bandage - Fexible 1x3,8.1190,8,Grain,Low,Durable,False,11,2017-06-20 15:29:47.970
94,V8 - Berry Blend,43.5109,9,Poultry,High,Weak,Unknown,108,2018-03-15 03:09:35.790
95,Beans - Kidney White,46.3913,1,Confections,High,Unknown,Unknown,0,2017-12-02 05:24:21.990
96,Cheese - Bocconcini,62.1993,7,Meat,High,Unknown,False,0,2017-07-07 05:12:14.030
97,Veal - Inside,24.7798,4,Dairy,Medium,Weak,True,0,2017-08-14 20:39:19.390
98,Shrimp - 31/40,99.8755,3,Cereals,High,Weak,False,0,2017-01-07 20:56:58.860
99,Mustard - Seed,27.4874,5,Beverages,Low,Weak,True,0,2017-12-27 05:50:08.570
100,"Pork - Loin, Bone - In",69.6501,9,Poultry,Low,Durable,Unknown,7,2018-03-27 14:26:44.840
101,"Soup - Campbells, Lentil",83.0110,4,Dairy,Medium,Durable,Unknown,99,2018-02-19 02:58:21.610
102,"Rosemary - Primerba, Paste",62.2570,4,Dairy,High,Unknown,False,0,2017-06-14 23:06:56.660
103,Cream Of Tartar,72.7534,7,Meat,Low,Unknown,Unknown,0,2017-02-22 07:26:22.460
104,Tia Maria,98.2471,5,Beverages,High,Unknown,False,0,2018-01-04 20:59:30.040
105,Ecolab - Mikroklene 4/4 L,68.8789,1,Confections,Medium,Durable,True,0,2017-01-17 04:38:08.220
106,Pickerel - Fillets,18.7530,7,Meat,High,Weak,False,19,2017-12-11 05:20:35.910
107,Bread - French Baquette,7.4151,1,Confections,High,Weak,False,0,2017-02-10 11:45:43.340
108,Pasta - Orecchiette,79.0038,1,Confections,High,Weak,True,0,2018-03-01 20:08:26.010
109,Muffin - Zero Transfat,49.3791,1,Confections,Medium,Durable,False,0,2018-02-15 08:20:02.820
110,Black Currants,40.9417,9,Poultry,High,Durable,Unknown,48,2018-01-26 08:00:13.180
111,Scallops 60/80 Iqf,34.9061,11,Produce,Medium,Durable,Unknown,0,2018-01-13 17:45:18.720
112,Browning Caramel Glace,81.7943,10,Snails,High,Weak,Unknown,0,2017-02-15 13:30:59.640
113,Ocean Spray - Kiwi Strawberry,10.5964,7,Meat,Low,Unknown,False,106,2017-04-17 17:59:47.080
114,Veal - Osso Bucco,79.5638,8,Grain,High,Weak,True,93,2017-07-11 15:13:04.140
115,Ocean Spray - Ruby Red,45.0466,11,Produce,Low,Weak,False,0,2017-08-22 02:01:28.280
116,Steam Pan - Half Size Deep,5.7360,3,Cereals,Low,Weak,True,104,2017-12-31 07:44:48.370
117,Ketchup - Tomato,68.6380,11,Produce,High,Weak,Unknown,0,2018-03-27 18:48:35.460
118,Garbag Bags - Black,65.9670,9,Poultry,High,Weak,Unknown,0,2018-05-02 18:40:50.110
119,Soup Campbells - Italian Wedding,29.6372,11,Produce,Medium,Unknown,False,0,2018-02-06 15:52:36.430
120,Water - Spring Water 500ml,2.7314,2,Shell fish,Medium,Durable,Unknown,94,2017-06-23 17:44:37.560
121,Muffin Batt - Blueberry Passion,6.0976,11,Produce,Low,Durable,Unknown,0,2018-02-03 23:46:54.680
122,Table Cloth 62x114 White,11.7845,4,Dairy,High,Weak,False,0,2018-02-19 06:40:17.800
123,Oil - Shortening - All - Purpose,48.1487,4,Dairy,Low,Unknown,Unknown,0,2018-02-15 19:59:11.350
124,Macaroons - Two Bite Choc,18.2891,4,Dairy,Low,Unknown,True,81,2017-10-13 22:41:59.260
125,"Nut - Chestnuts, Whole",6.1417,9,Poultry,Low,Weak,False,0,2017-01-07 01:17:55.400
126,Crackers - Trio,14.1914,6,Seafood,Low,Unknown,Unknown,76,2017-07-23 09:58:17.980
127,Island Oasis - Mango Daiquiri,54.1413,8,Grain,Medium,Unknown,False,34,2017-04-25 21:47:41.350
128,Coffee - Irish Cream,4.6797,2,Shell fish,Medium,Durable,Unknown,71,2017-07-12 15:43:44.680
129,Chicken - Soup Base,67.2329,7,Meat,High,Durable,True,0,2017-05-26 14:09:56.940
130,Beef Wellington,41.9808,2,Shell fish,Low,Unknown,False,0,2017-03-11 13:58:47.650
131,Anchovy Paste - 56 G Tube,40.8967,3,Cereals,Medium,Durable,False,0,2017-11-03 03:41:09.480
132,Beer - Blue,11.6217,6,Seafood,High,Weak,False,24,2018-01-28 03:31:07.970
133,Beef - Top Sirloin - Aaa,2.9327,11,Produce,Low,Weak,Unknown,0,2018-01-30 08:59:32.870
134,Wine - Toasted Head,39.8545,2,Shell fish,High,Weak,True,0,2017-08-21 20:09:17.220
135,Wiberg Super Cure,10.9641,10,Snails,Low,Durable,False,61,2018-04-25 15:04:21.890
136,Vol Au Vents,24.3913,10,Snails,Medium,Weak,True,0,2018-01-03 17:33:43.530
137,"Wine - White, Schroder And Schyl",84.0566,10,Snails,Low,Durable,False,0,2018-02-19 06:30:01.590
138,"Rum - Coconut, Malibu",52.6367,7,Meat,Low,Durable,Unknown,0,2018-02-24 19:02:36.330
139,Chicken - Wieners,21.4230,1,Confections,High,Weak,False,0,2017-08-09 12:40:59.570
140,"Oregano - Dry, Rubbed",68.1326,11,Produce,High,Durable,Unknown,16,2018-04-04 19:30:05.600
141,Tea - Herbal Sweet Dreams,10.9640,1,Confections,Low,Durable,True,37,2018-01-19 05:08:18.970
142,"Pork - Bacon, Double Smoked",24.7809,6,Seafood,Medium,Weak,True,0,2017-06-10 06:37:54.840
143,Watercress,42.6169,1,Confections,Medium,Unknown,True,0,2018-03-13 03:29:15.560
144,"Placemat - Scallop, White",95.7865,5,Beverages,Medium,Durable,False,0,2018-03-09 23:44:25.600
145,Wine - Chardonnay South,34.4139,9,Poultry,Low,Durable,Unknown,27,2017-04-18 03:37:22.800
146,Bananas,75.2486,7,Meat,High,Durable,False,0,2017-03-18 00:33:16.760
147,Cheese - Mozzarella,49.6197,5,Beverages,High,Unknown,False,0,2017-05-29 15:26:02.910
148,Beer - Sleemans Cream Ale,28.5553,11,Produce,Medium,Durable,True,91,2018-04-19 00:16:43.830
149,Zucchini - Yellow,98.4644,10,Snails,High,Weak,True,0,2017-07-25 01:08:07.500
150,Langers - Ruby Red Grapfruit,40.6552,9,Poultry,High,Durable,False,0,2018-04-10 21:39:33.620
151,"Mushrooms - Black, Dried",93.5613,7,Meat,High,Weak,True,0,2017-08-19 10:23:38.570
152,"Lentils - Red, Dry",58.8128,7,Meat,Medium,Unknown,Unknown,26,2017-08-22 01:58:29.290
153,Arizona - Green Tea,70.2382,4,Dairy,Low,Weak,False,0,2017-04-10 05:04:22.440
154,Ice Cream Bar - Drumstick,24.7560,4,Dairy,Medium,Weak,True,0,2017-07-06 12:05:31.010
155,"Peas - Pigeon, Dry",63.5524,9,Poultry,High,Weak,False,0,2017-02-21 14:39:50.150
156,Sprouts - Alfalfa,71.2264,1,Confections,High,Durable,False,0,2018-05-09 20:18:03.820
157,"Juice - Cranberry, 341 Ml",14.1082,11,Produce,Medium,Unknown,False,19,2017-09-06 03:07:45.320
158,Apricots Fresh,54.4643,4,Dairy,High,Unknown,False,18,2017-09-18 08:44:23.210
159,Eggplant - Asian,92.1053,7,Meat,Medium,Durable,True,0,2017-12-29 19:41:34.640
160,Beef Ground Medium,54.6874,7,Meat,Medium,Weak,True,0,2017-11-03 18:39:50.240
161,Longos - Chicken Wings,64.6118,10,Snails,Low,Weak,Unknown,0,2017-08-18 07:32:54.550
162,Sauce - Demi Glace,2.7353,11,Produce,Medium,Weak,True,117,2017-12-08 20:01:58.660
163,Tomatoes Tear Drop,11.7708,6,Seafood,Low,Unknown,True,116,2017-10-07 05:58:29.070
164,Loquat,7.3982,11,Produce,Medium,Unknown,False,0,2017-12-07 18:21:15.160
165,Bread Crumbs - Japanese Style,0.0449,6,Seafood,Low,Unknown,False,0,2017-03-26 04:19:03.700
166,Tray - 16in Rnd Blk,23.2843,5,Beverages,High,Durable,False,0,2018-04-25 14:14:10.760
167,Knife Plastic - White,78.8615,11,Produce,Medium,Durable,False,0,2017-05-26 04:31:26.770
168,Milk - 2%,70.7419,6,Seafood,Medium,Unknown,True,29,2018-01-03 21:50:29.860
169,Water - Aquafina Vitamin,68.5996,10,Snails,Medium,Unknown,False,0,2017-07-26 00:08:42.260
170,Initation Crab Meat,20.6553,1,Confections,Medium,Durable,False,0,2017-12-26 08:27:44.760
171,Gloves - Goldtouch Disposable,21.6794,5,Beverages,High,Durable,False,0,2018-03-21 01:14:46.790
172,Sherry - Dry,16.0013,5,Beverages,High,Durable,Unknown,72,2017-01-31 23:45:59.130
173,Rosemary - Dry,44.5440,8,Grain,Low,Durable,False,0,2017-09-24 05:59:50.530
174,Guinea Fowl,61.5047,11,Produce,High,Durable,True,0,2018-03-13 20:22:30.840
175,Oil - Safflower,91.7675,1,Confections,Low,Weak,True,52,2017-10-12 12:36:18.600
176,Smirnoff Green Apple Twist,81.3167,6,Seafood,High,Durable,True,90,2017-08-27 17:08:59.840
177,"Coconut - Shredded, Sweet",69.1677,3,Cereals,Medium,Weak,True,0,2018-04-18 03:11:02.240
178,Pernod,52.3623,10,Snails,High,Weak,True,0,2018-04-17 20:14:45.760
179,Yoghurt Tubes,83.8752,6,Seafood,Low,Durable,Unknown,26,2017-06-28 19:04:36.450
180,Chocolate - Dark,30.8932,3,Cereals,Low,Durable,True,27,2018-03-01 00:44:38.640
181,Phyllo Dough,64.5718,1,Confections,Medium,Unknown,False,0,2017-02-24 18:32:15.070
182,Campari,25.5860,9,Poultry,Low,Weak,False,54,2017-05-16 21:30:57.530
183,Spice - Peppercorn Melange,6.2154,4,Dairy,High,Weak,False,0,2018-04-27 14:35:37.180
184,Hersey Shakes,26.5776,9,Poultry,Low,Weak,True,0,2017-06-24 16:30:23.320
185,Foam Dinner Plate,48.4195,6,Seafood,Low,Weak,Unknown,40,2017-11-30 03:35:09.080
186,Muffin Mix - Blueberry,82.0839,8,Grain,Low,Weak,False,0,2017-03-15 01:42:40.190
187,"Pepper - Black, Whole",41.3835,3,Cereals,Medium,Durable,False,31,2017-10-20 22:26:45.530
188,Cup - Translucent 7 Oz Clear,78.1768,8,Grain,High,Durable,False,91,2017-07-27 20:54:01.860
189,"Bread - Roll, Soft White Round",76.3021,5,Beverages,High,Unknown,False,16,2017-07-01 05:29:27.070
190,Cake - Cake Sheet Macaroon,39.7378,9,Poultry,Medium,Durable,True,93,2018-04-25 18:46:18.070
191,"Hickory Smoke, Liquid",10.2830,10,Snails,High,Weak,Unknown,0,2017-04-30 14:25:58.210
192,"Wine - Magnotta, Merlot Sr Vqa",29.5923,7,Meat,Medium,Durable,Unknown,0,2017-06-03 21:45:38.370
193,"Veal - Inside, Choice",60.5314,11,Produce,Medium,Unknown,False,19,2017-02-26 23:21:01.690
194,Lettuce - Frisee,66.7357,6,Seafood,Medium,Unknown,False,0,2018-02-12 18:01:09.340
195,Beets - Mini Golden,3.5208,2,Shell fish,Medium,Durable,Unknown,70,2017-08-18 11:57:11.040
196,Longos - Grilled Salmon With Bbq,8.2286,1,Confections,High,Unknown,Unknown,0,2017-02-11 09:06:20.300
197,Mussels - Cultivated,13.0101,1,Confections,Medium,Unknown,True,0,2018-01-11 00:39:25.780
198,Lime Cordial - Roses,35.2187,1,Confections,Low,Durable,False,60,2017-04-06 09:08:00.390
199,Pork - Hock And Feet Attached,95.7415,10,Snails,Medium,Weak,Unknown,105,2017-12-15 19:25:21.890
200,Garlic - Peeled,11.1295,5,Beverages,Medium,Weak,False,0,2017-05-02 13:23:12.040
201,Grenadine,96.3871,8,Grain,Medium,Weak,True,117,2018-03-01 20:01:50.000
202,Bay Leaf,78.8778,11,Produce,Low,Weak,True,0,2017-10-02 17:35:33.050
203,"Chicken - Leg, Boneless",59.9557,1,Confections,High,Weak,Unknown,29,2017-09-25 00:08:01.570
204,Scallop - St. Jaques,77.8090,9,Poultry,Medium,Durable,True,5,2017-12-06 16:40:22.750
205,"Turkey - Whole, Fresh",18.9757,5,Beverages,High,Weak,False,32,2017-01-21 20:24:46.830
206,Cocoa Butter,77.5600,3,Cereals,Low,Unknown,Unknown,0,2017-07-19 10:37:39.440
207,Coffee - Hazelnut Cream,14.2688,10,Snails,Medium,Unknown,True,116,2018-04-06 19:58:38.760
208,"Mushroom - Trumpet, Dry",8.7335,5,Beverages,Medium,Weak,False,15,2017-06-06 08:41:51.600
209,Sugar - Fine,32.9885,3,Cereals,Low,Unknown,Unknown,0,2018-01-31 23:29:12.410
210,"Cheese - Brie,danish",82.2358,3,Cereals,High,Unknown,Unknown,0,2017-11-03 21:30:50.320
211,Wine - Prosecco Valdobiaddene,2.0587,9,Poultry,Low,Unknown,True,76,2017-01-22 17:07:01.570
212,Curry Paste - Madras,61.7460,2,Shell fish,High,Weak,True,97,2017-09-28 06:52:59.570
213,Pate - Cognac,70.5891,10,Snails,High,Weak,True,39,2017-03-23 13:39:46.750
214,French Pastry - Mini Chocolate,61.2121,5,Beverages,Low,Durable,Unknown,0,2018-03-09 18:56:56.000
215,"Veal - Brisket, Provimi,bnls",90.1157,7,Meat,High,Weak,Unknown,92,2017-09-10 00:07:35.160
216,Scallops - 10/20,39.0257,1,Confections,Low,Unknown,Unknown,0,2017-04-04 10:01:57.020
217,Bread - Multigrain,96.5200,8,Grain,Medium,Durable,True,0,2017-12-21 05:26:21.480
218,Barramundi,85.1933,8,Grain,High,Weak,True,31,2017-04-15 13:28:05.740
219,Assorted Desserts,58.9787,5,Beverages,Low,Durable,False,0,2017-01-08 14:46:06.070
220,Meldea Green Tea Liquor,17.9610,10,Snails,Low,Weak,False,0,2017-01-12 02:36:23.500
221,Bread Crumbs - Panko,81.9008,3,Cereals,Low,Unknown,False,0,2017-07-06 15:47:25.220
222,"Sole - Dover, Whole, Fresh",0.6846,3,Cereals,High,Unknown,False,0,2018-03-08 07:37:24.910
223,Pail With Metal Handle 16l White,94.4399,1,Confections,Medium,Unknown,Unknown,0,2017-07-06 16:21:02.790
224,Flour - Pastry,28.8618,1,Confections,High,Weak,False,0,2017-08-09 05:22:24.190
225,Wine - Charddonnay Errazuriz,10.3722,3,Cereals,Medium,Weak,Unknown,0,2017-08-28 18:01:46.550
226,"Chestnuts - Whole,canned",92.0872,10,Snails,Medium,Durable,True,0,2017-10-18 03:29:08.410
227,Cheese - Taleggio D.o.p.,55.4699,5,Beverages,Low,Weak,False,0,2018-04-14 00:24:57.440
228,Sauce - Hollandaise,77.8083,3,Cereals,High,Durable,Unknown,93,2017-12-19 11:58:41.190
229,Bread - Hot Dog Buns,57.9838,9,Poultry,Medium,Weak,False,66,2017-07-27 08:25:19.790
230,"Wine - Cahors Ac 2000, Clos",83.5389,11,Produce,Medium,Weak,False,75,2017-09-01 03:29:58.290
231,Crush - Cream Soda,68.3066,5,Beverages,Medium,Unknown,True,0,2017-12-24 16:29:34.060
232,Quiche Assorted,33.9490,3,Cereals,Medium,Weak,False,0,2018-01-12 18:03:01.840
233,Duck - Breast,56.6209,11,Produce,Low,Durable,True,0,2017-05-04 00:49:23.860
234,Tofu - Firm,72.7457,1,Confections,Medium,Weak,Unknown,0,2017-02-27 05:41:24.410
235,Bread - English Muffin,34.5061,6,Seafood,High,Durable,False,0,2018-05-09 04:42:48.650
236,Tomato - Tricolor Cherry,85.6940,1,Confections,Low,Unknown,True,113,2017-10-02 00:56:42.020
237,Mayonnaise - Individual Pkg,65.6303,8,Grain,Low,Weak,False,94,2017-12-29 21:22:55.960
238,Garlic,28.4065,6,Seafood,Medium,Durable,False,0,2017-05-22 21:55:14.430
239,"Soup - Campbells, Cream Of",7.6019,5,Beverages,Medium,Weak,True,0,2017-06-03 20:05:36.490
240,Wine - Chablis 2003 Champs,70.8596,4,Dairy,Low,Weak,False,0,2017-05-14 16:57:29.640
241,Cheese - Cheddarsliced,67.8151,9,Poultry,Medium,Unknown,Unknown,0,2017-04-17 05:44:01.430
242,Thermometer Digital,32.6500,9,Poultry,Low,Weak,False,11,2017-05-17 13:44:53.920
243,Sun - Dried Tomatoes,45.1883,6,Seafood,Medium,Weak,False,104,2017-11-02 21:24:49.460
244,Beef - Rib Eye Aaa,94.0664,2,Shell fish,Low,Unknown,True,0,2018-01-04 07:58:36.760
245,Grouper - Fresh,37.6791,1,Confections,Medium,Weak,Unknown,111,2018-04-04 01:39:16.490
246,Ice Cream Bar - Hageen Daz To,48.5371,9,Poultry,Low,Weak,False,96,2017-12-10 07:32:58.640
247,Juice - Apple Cider,59.0033,9,Poultry,High,Weak,False,58,2017-03-14 08:05:51.620
248,Beef - Inside Round,99.3193,7,Meat,Low,Unknown,Unknown,0,2017-04-29 04:24:05.700
249,Cookie Dough - Double,76.6201,10,Snails,Medium,Weak,True,0,2017-06-05 17:53:34.170
250,"Soup - Campbells, Beef Barley",64.4951,1,Confections,Low,Durable,False,0,2017-05-17 01:55:14.020
251,"Oranges - Navel, 72",11.7087,5,Beverages,Low,Weak,True,7,2017-07-01 03:39:58.820
252,Nantucket - Pomegranate Pear,27.8169,4,Dairy,Medium,Weak,Unknown,83,2017-09-28 11:11:20.030
253,Wanton Wrap,76.2400,7,Meat,High,Unknown,Unknown,0,2017-03-29 18:21:54.320
254,"Soup - Canadian Pea, Dry Mix",77.7804,1,Confections,Low,Weak,True,0,2017-12-04 16:48:58.390
255,Kellogs All Bran Bars,29.2287,3,Cereals,Low,Weak,False,0,2018-03-05 21:35:46.830
256,Soup Knorr Chili With Beans,95.7024,6,Seafood,Medium,Durable,Unknown,0,2018-05-03 12:24:25.100
257,"Pasta - Detalini, White, Fresh",84.4380,11,Produce,High,Durable,Unknown,0,2017-03-30 01:14:30.260
258,Tea - English Breakfast,31.0939,1,Confections,Low,Weak,Unknown,0,2017-02-16 18:45:37.370
259,Veal - Eye Of Round,67.4367,7,Meat,High,Unknown,True,71,2017-04-10 22:38:36.190
